ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6894	"ENSG00000197756.10"	"RPL37A"	chr2	+	216499948	216501467	216499948	216500031	216501340	216501467	6894	100,165,164	24785,31585,47585	122,159,75	92558,64959,79713	298	149	1	1.0	0.002,0.003,0.002	0.001,0.001,0.0	0.002
6895	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218265946	218265578	218265682	218265830	218265946	6895	59,70,136	826,756,1120	123,236,128	397,541,831	297	149	2.22044604925e-16	2.7070938083772917e-14	0.035,0.044,0.057	0.135,0.18,0.072	-0.084
6896	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265682	218266442	218266587	6896	41,51,71	0,0,6	81,117,83	0,0,0	298	149	0.0788440454928	0.2879072541177175	1.0,1.0,0.855	1.0,1.0,1.0	-0.048
6897	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265946	218266442	218266587	6897	30,39,33	0,1,0	46,98,66	0,1,0	298	149	1	1.0	1.0,0.951,1.0	1.0,0.98,1.0	-0.01
6898	"ENSG00000158828.8"	"PINK1"	chr1	+	20648504	20649231	20648504	20648632	20648994	20649231	6898	58,95,67	62,71,766	17,93,70	78,124,362	298	149	0.309000355573	0.7732937396566866	0.319,0.401,0.042	0.098,0.273,0.088	0.101
6899	"ENSG00000132274.17"	"TRIM22"	chr11	+	5696166	5698545	5696166	5696655	5697247	5698545	6899	0,14,2	0,187,71	0,5,5	0,19,109	298	149	1	1.0	NA,0.036,0.014	NA,0.116,0.022	-0.044
6900	"ENSG00000132274.17"	"TRIM22"	chr11	+	5696166	5698545	5696166	5696655	5698314	5698545	6900	2,52,17	0,7,0	0,4,18	0,0,0	298	149	1	1.0	1.0,0.788,1.0	NA,1.0,1.0	-0.071
6901	"ENSG00000132274.17"	"TRIM22"	chr11	+	5697247	5698545	5697247	5697343	5698314	5698545	6901	2,73,20	0,137,45	0,9,18	0,18,85	298	149	1	1.0	1.0,0.21,0.182	NA,0.2,0.096	0.316
6903	"ENSG00000122877.18"	"EGR2"	chr10	-	62815860	62816366	62815860	62815969	62816252	62816366	6903	0,2,0	0,0,0	0,35,12	0,2,0	298	149	1	1.0	NA,1.0,NA	NA,0.897,1.0	0.051
6904	"ENSG00000122877.18"	"EGR2"	chr10	-	62815860	62816366	62815860	62816069	62816252	62816366	6904	0,2,0	0,0,0	0,32,8	0,2,0	298	149	1	1.0	NA,1.0,NA	NA,0.889,1.0	0.055
6906	"ENSG00000115649.16"	"CNPPD1"	chr2	-	219174777	219175108	219174777	219174906	219174987	219175108	6906	8,10,7	148,84,147	10,12,9	157,259,184	230	149	0.474553882519	1.0	0.034,0.072,0.03	0.04,0.029,0.031	0.012
6907	"ENSG00000115661.14"	"STK16"	chr2	+	219245895	219246876	219245895	219246085	219246656	219246876	6907	120,42,66	160,95,229	45,77,87	168,200,228	298	149	0.0915911842842	0.3204158359822683	0.273,0.181,0.126	0.118,0.161,0.16	0.047
6909	"ENSG00000162601.12"	"MYSM1"	chr1	-	58655076	58661227	58655076	58660155	58661169	58661227	6909	4,2,0	23,61,9	0,10,1	20,72,44	298	149	0.579464461042	1.0	0.08,0.016,0.0	0.0,0.065,0.011	0.007
6910	"ENSG00000162601.12"	"MYSM1"	chr1	-	58661405	58663522	58661405	58661511	58663449	58663522	6910	0,8,0	0,2,0	1,9,6	0,3,0	298	149	1	1.0	NA,0.667,NA	1.0,0.6,1.0	-0.2
6911	"ENSG00000162601.12"	"MYSM1"	chr1	-	58668631	58669817	58668631	58668682	58668983	58669817	6911	0,1,0	6,17,2	2,12,3	8,11,8	298	149	3.53822828481e-06	7.795825272103961e-05	0.0,0.029,0.0	0.111,0.353,0.158	-0.198
6912	"ENSG00000162601.12"	"MYSM1"	chr1	-	58675476	58677056	58675476	58675580	58676925	58677056	6912	4,17,0	31,42,3	6,12,5	10,24,57	298	149	0.855647403576	1.0	0.061,0.168,0.0	0.231,0.2,0.042	-0.081
6913	"ENSG00000162601.12"	"MYSM1"	chr1	-	58689037	58690249	58689037	58689116	58690225	58690249	6913	11,14,4	7,36,0	2,8,15	4,10,14	298	149	0.444086478321	0.976696508995224	0.44,0.163,1.0	0.2,0.286,0.349	0.256
6917	"ENSG00000159403.18"	"C1R"	chr12	-	7088838	7089489	7088838	7088986	7089292	7089489	6917	4,0,47	22,30,1152	14,6,143	75,4,1875	298	149	0.000623455232867	0.006450601171742723	0.083,0.0,0.02	0.085,0.429,0.037	-0.149
6918	"ENSG00000159403.18"	"C1R"	chr12	-	7091451	7092441	7091451	7091680	7092386	7092441	6918	0,0,13	40,11,951	2,2,14	96,0,2552	298	149	0.385309698062	0.8938189568324698	0.0,0.0,0.007	0.01,1.0,0.003	-0.335
6919	"ENSG00000006062.18"	"MAP3K14"	chr17	-	45270412	45271221	45270412	45270563	45270851	45271221	6919	8,3,9	2,0,8	4,17,12	0,3,0	298	149	0.0093116609511	0.055831803161718443	0.667,1.0,0.36	1.0,0.739,1.0	-0.237
6920	"ENSG00000006062.18"	"MAP3K14"	chr17	-	45270412	45271221	45270412	45270563	45271057	45271221	6920	20,6,17	266,19,203	2,19,8	43,35,29	298	149	0.00227288810783	0.018623688761337232	0.036,0.136,0.04	0.023,0.213,0.121	-0.048
6921	"ENSG00000239305.7"	"RNF103"	chr2	-	86622660	86623865	86622660	86622827	86623815	86623865	6921	114,31,26	0,4,0	117,63,84	0,0,0	298	149	0.575506998233	1.0	1.0,0.795,1.0	1.0,1.0,1.0	-0.068
6922	"ENSG00000153827.15"	"TRIP12"	chr2	-	229858771	229859574	229858771	229858831	229858918	229859574	6922	358,181,44	44,34,0	52,83,152	19,23,27	236	149	0.0104859171175	0.061412717145326264	0.837,0.771,1.0	0.633,0.695,0.78	0.167
6926	"ENSG00000093072.19"	"ADA2"	chr22	-	17189941	17191810	17189941	17190032	17191682	17191810	6926	0,1,2	0,42,0	0,0,0	0,50,0	298	149	1	1.0	NA,0.012,1.0	NA,0.0,NA	0.506
6929	"ENSG00000185000.12"	"DGAT1"	chr8	-	144317021	144317252	144317021	144317109	144317186	144317252	6929	36,40,78	165,58,236	40,86,30	119,138,74	226	149	0.256159878695	0.6800770632123259	0.126,0.313,0.179	0.181,0.291,0.211	-0.022
6930	"ENSG00000185000.12"	"DGAT1"	chr8	-	144318094	144318362	144318094	144318169	144318260	144318362	6930	16,21,41	438,135,356	32,48,18	215,273,215	240	149	0.0080921134382	0.050079365313395095	0.022,0.088,0.067	0.085,0.098,0.049	-0.018
6931	"ENSG00000185000.12"	"DGAT1"	chr8	-	144318260	144318566	144318260	144318362	144318460	144318566	6931	5,12,6	279,103,266	10,12,2	121,183,148	247	149	0.247871603044	0.6627122720273612	0.011,0.066,0.013	0.047,0.038,0.008	-0.001
6933	"ENSG00000010295.20"	"IFFO1"	chr12	-	6548064	6548545	6548064	6548157	6548424	6548545	6933	2,37,143	0,16,31	28,57,113	21,32,46	298	149	0.142375001064	0.4439356917234271	1.0,0.536,0.698	0.4,0.471,0.551	0.271
6934	"ENSG00000010295.20"	"IFFO1"	chr12	-	6548064	6548545	6548064	6548160	6548424	6548545	6934	2,36,143	0,37,91	25,58,113	25,36,114	298	149	0.578844788198	1.0	1.0,0.327,0.44	0.333,0.446,0.331	0.219
6935	"ENSG00000171551.12"	"ECEL1"	chr2	-	232484980	232485267	232484980	232485091	232485198	232485267	6935	0,2,0	0,0,0	0,0,0	0,2,0	256	149	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
6941	"ENSG00000137274.13"	"BPHL"	chr6	+	3138040	3140509	3138040	3138179	3140385	3140509	6941	2,28,14	0,6,0	14,37,16	2,4,1	298	149	0.725464736903	1.0	1.0,0.7,1.0	0.778,0.822,0.889	0.07
6944	"ENSG00000148218.16"	"ALAD"	chr9	-	113390592	113390933	113390592	113390676	113390797	113390933	6944	7,60,27	34,36,52	12,96,27	30,29,48	270	149	0.412686806447	0.9328813316315837	0.102,0.479,0.223	0.181,0.646,0.237	-0.087
6945	"ENSG00000123983.15"	"ACSL3"	chr2	+	222916318	222918155	222916318	222916496	222918045	222918155	6945	4,0,1	447,355,116	4,2,2	389,294,309	298	149	1	1.0	0.004,0.0,0.004	0.005,0.003,0.003	-0.001
6946	"ENSG00000123983.15"	"ACSL3"	chr2	+	222916318	222918155	222916318	222916496	222918069	222918155	6946	68,53,21	8,3,1	81,32,48	7,7,5	298	149	0.284871178333	0.7296332876421201	0.81,0.898,0.913	0.853,0.696,0.828	0.081
6947	"ENSG00000123983.15"	"ACSL3"	chr2	+	222921279	222922831	222921279	222921430	222922707	222922831	6947	0,1,0	870,756,335	0,1,4	812,564,593	298	149	1	1.0	0.0,0.001,0.0	0.0,0.001,0.003	-0.001
6948	"ENSG00000123983.15"	"ACSL3"	chr2	+	222927016	222928936	222927016	222927189	222928861	222928936	6948	10,12,6	986,917,573	14,17,7	1085,683,760	298	149	1	1.0	0.005,0.007,0.005	0.006,0.012,0.005	-0.002
6949	"ENSG00000123983.15"	"ACSL3"	chr2	+	222927016	222928936	222927016	222927242	222928861	222928936	6949	9,10,2	1,3,9	10,14,3	7,0,2	298	149	0.381962087367	0.8889763503307684	0.818,0.625,0.1	0.417,1.0,0.429	-0.101
6950	"ENSG00000123983.15"	"ACSL3"	chr2	+	222933165	222934687	222933165	222933280	222934529	222934687	6950	0,0,0	578,524,446	0,1,0	690,407,490	298	149	1	1.0	0.0,0.0,0.0	0.0,0.001,0.0	-0.0
6951	"ENSG00000110057.9"	"UNC93B1"	chr11	-	67999172	67999680	67999172	67999305	67999518	67999680	6951	61,7,6	691,92,182	60,10,11	340,137,195	298	149	0.0227684469221	0.11192956265803865	0.042,0.037,0.016	0.081,0.035,0.027	-0.016
6952	"ENSG00000110057.9"	"UNC93B1"	chr11	-	67999172	67999680	67999172	67999375	67999518	67999680	6952	52,5,5	32,1,2	52,10,6	34,0,0	292	149	0.0710018514304	0.26566677402218725	0.453,0.718,0.561	0.438,1.0,1.0	-0.235
6953	"ENSG00000110057.9"	"UNC93B1"	chr11	-	68003021	68003798	68003021	68003175	68003656	68003798	6953	21,2,2	766,106,168	6,2,6	435,171,239	298	149	0.927493604779	1.0	0.014,0.009,0.006	0.007,0.006,0.012	0.001
6954	"ENSG00000135317.14"	"SNX14"	chr6	-	85507232	85508313	85507232	85507289	85507967	85508313	6954	2,2,0	270,243,457	2,4,0	244,348,145	298	149	1	1.0	0.004,0.004,0.0	0.004,0.006,0.0	-0.001
6955	"ENSG00000135317.14"	"SNX14"	chr6	-	85507967	85513895	85507967	85508059	85513799	85513895	6955	9,17,14	169,139,269	18,19,9	190,224,105	298	149	0.322744558988	0.7981246406402954	0.026,0.058,0.025	0.045,0.041,0.041	-0.006
6956	"ENSG00000135317.14"	"SNX14"	chr6	-	85507967	85513895	85507967	85508313	85513799	85513895	6956	7,7,1	0,0,2	3,1,2	4,4,2	298	149	0.000192018598103	0.002405164460827817	1.0,1.0,0.2	0.273,0.111,0.333	0.494
6957	"ENSG00000135317.14"	"SNX14"	chr6	-	85543181	85543760	85543181	85543306	85543604	85543760	6957	0,0,0	162,81,40	0,0,4	102,51,70	298	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.028	-0.009
6958	"ENSG00000132842.15"	"AP3B1"	chr5	-	78175625	78175838	78175625	78175697	78175783	78175838	6958	3,1,0	120,98,39	0,1,1	42,88,87	235	149	1	1.0	0.016,0.006,0.0	0.0,0.007,0.007	0.003
6959	"ENSG00000160781.17"	"PAQR6"	chr1	-	156245781	156246250	156245781	156245987	156246122	156246250	6959	16,50,3	3,29,0	38,41,1	25,19,1	284	149	0.21561723735	0.6015408433315217	0.737,0.475,1.0	0.444,0.531,0.344	0.298
6960	"ENSG00000113971.21"	"NPHP3"	chr3	-	132684553	132686387	132684553	132684794	132686259	132686387	6960	5,21,2	4,72,20	2,8,0	27,64,40	298	149	0.002694290224	0.0213760661481128	0.385,0.127,0.048	0.036,0.059,0.0	0.155
6961	"ENSG00000163704.13"	"PRRT3"	chr3	-	9945541	9948001	9945541	9945711	9946084	9948001	6961	14,51,63	10,5,11	11,21,23	15,0,2	298	149	0.585908580921	1.0	0.412,0.836,0.741	0.268,1.0,0.852	-0.044
6967	"ENSG00000089094.20"	"KDM2B"	chr12	-	121429508	121430469	121429508	121430163	121430276	121430469	6967	152,445,209	2,3,0	51,171,93	0,0,2	262	149	1	1.0	0.977,0.988,1.0	1.0,1.0,0.964	0.0
6968	"ENSG00000089094.20"	"KDM2B"	chr12	-	121439856	121440977	121439856	121440075	121440815	121440977	6968	0,2,3	126,372,84	0,4,2	47,157,80	298	149	1	1.0	0.0,0.003,0.018	0.0,0.013,0.012	-0.001
6969	"ENSG00000089094.20"	"KDM2B"	chr12	-	121444449	121445418	121444449	121444536	121445274	121445418	6969	1,5,4	86,216,41	8,2,1	19,81,38	298	149	0.0567219013515	0.22432324315911314	0.006,0.011,0.047	0.174,0.012,0.013	-0.045
6971	"ENSG00000144559.11"	"TAMM41"	chr3	-	11807832	11809682	11807832	11807895	11809516	11809682	6971	3,3,3	86,85,67	9,0,7	37,66,37	298	149	0.00909678335857	0.05489803095941854	0.017,0.017,0.022	0.108,0.0,0.086	-0.046
6973	"ENSG00000130714.19"	"POMT1"	chr9	+	131506402	131509022	131506402	131506453	131507367	131509022	6973	2,3,1	45,0,31	6,0,2	25,0,40	298	149	1	1.0	0.022,1.0,0.016	0.107,NA,0.024	0.281
6975	"ENSG00000130714.19"	"POMT1"	chr9	+	131507367	131509022	131507367	131507514	131508910	131509022	6975	3,7,2	42,2,42	6,0,2	30,0,47	298	149	1	1.0	0.034,0.636,0.023	0.091,NA,0.021	0.175
6976	"ENSG00000130714.19"	"POMT1"	chr9	+	131509742	131510415	131509742	131509808	131509902	131510415	6976	0,3,0	37,6,50	2,0,3	43,8,61	243	149	0.394464022578	0.9062513584039165	0.0,0.235,0.0	0.028,0.0,0.029	0.059
6978	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131509996	131510259	131510415	6978	17,9,17	65,2,41	18,14,25	25,0,38	298	149	0.19043276321	0.5495139854891381	0.116,0.692,0.172	0.265,1.0,0.248	-0.178
6979	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131510062	131510259	131510415	6979	6,11,7	7,0,10	20,10,9	0,0,13	298	149	0.0958251255608	0.3314235430152492	0.3,1.0,0.259	1.0,1.0,0.257	-0.233
6980	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131510141	131510259	131510415	6980	3,12,11	1,0,0	24,12,7	0,0,0	267	149	1	1.0	0.626,1.0,1.0	1.0,1.0,1.0	-0.125
6982	"ENSG00000130714.19"	"POMT1"	chr9	+	131511336	131512136	131511336	131511467	131512040	131512136	6982	11,17,8	57,10,81	1,18,6	59,3,63	298	149	0.678165730082	1.0	0.088,0.459,0.047	0.008,0.75,0.045	-0.07
6983	"ENSG00000130714.19"	"POMT1"	chr9	+	131511336	131512136	131511336	131511472	131512040	131512136	6983	11,15,8	9,6,10	1,18,6	2,2,11	298	149	0.980093602139	1.0	0.379,0.556,0.286	0.2,0.818,0.214	-0.004
6985	"ENSG00000130714.19"	"POMT1"	chr9	+	131522931	131523799	131522931	131523170	131523346	131523799	6985	162,171,466	7,29,10	162,115,167	1,0,1	298	149	2.16732704006e-08	8.663386501660601e-07	0.92,0.747,0.959	0.988,1.0,0.988	-0.117
6988	"ENSG00000158545.16"	"ZC3H18"	chr16	+	88622196	88623344	88622196	88622388	88623218	88623344	6988	0,6,0	512,476,432	2,4,0	166,326,377	298	149	1	1.0	0.0,0.006,0.0	0.006,0.006,0.0	-0.002
6990	"ENSG00000198793.14"	"MTOR"	chr1	-	11127623	11128126	11127623	11127806	11128003	11128126	6990	1,35,12	129,196,95	13,19,10	34,81,78	298	149	0.00935548333894	0.056048616399955856	0.004,0.082,0.059	0.16,0.105,0.06	-0.06
6991	"ENSG00000138760.11"	"SCARB2"	chr4	-	76163224	76166301	76163224	76163383	76166168	76166301	6991	0,0,0	2,2,0	3,2,0	0,0,2	298	149	1	1.0	0.0,0.0,NA	1.0,1.0,0.0	-0.667
6992	"ENSG00000138760.11"	"SCARB2"	chr4	-	76163224	76166301	76163224	76163383	76166249	76166301	6992	0,1,2	269,242,470	1,3,1	170,365,343	298	149	1	1.0	0.0,0.002,0.002	0.003,0.004,0.001	-0.001
6994	"ENSG00000138760.11"	"SCARB2"	chr4	-	76179516	76181101	76179516	76179705	76180953	76181101	6994	6,0,0	155,121,112	2,9,0	95,195,179	298	149	0.921453550347	1.0	0.019,0.0,0.0	0.01,0.023,0.0	-0.005
6996	"ENSG00000035141.9"	"FAM136A"	chr2	-	70300839	70301603	70300839	70300980	70301407	70301603	6996	32,45,17	3,2,4	52,56,12	0,3,0	298	149	0.00368384001375	0.027247006775107434	0.842,0.918,0.68	1.0,0.903,1.0	-0.154
6997	"ENSG00000143442.24"	"POGZ"	chr1	-	151406606	151407023	151406606	151406631	151406910	151407023	6997	32,13,6	161,269,25	19,22,7	107,179,100	298	149	0.782967564577	1.0	0.09,0.024,0.107	0.082,0.058,0.034	0.016
6999	"ENSG00000149131.17"	"SERPING1"	chr11	+	57606009	57606547	57606009	57606213	57606407	57606547	6999	0,2,0	0,607,0	0,0,0	0,1890,1	298	149	1	1.0	NA,0.002,NA	NA,0.0,0.0	0.002
7000	"ENSG00000140632.17"	"GLYR1"	chr16	-	4803202	4805310	4803202	4804148	4804521	4805310	7000	680,902,522	58,78,41	261,526,366	23,67,50	298	149	0.0149304349585	0.08126200276891926	0.854,0.853,0.864	0.85,0.797,0.785	0.046
7001	"ENSG00000081760.17"	"AACS"	chr12	+	125124704	125125024	125124704	125124769	125124901	125125024	7001	4,12,8	140,213,110	10,14,0	82,114,46	281	149	0.057070282271	0.22492947996355872	0.015,0.029,0.037	0.061,0.061,0.0	-0.014
7003	"ENSG00000165555.10"	"NOXRED1"	chr14	-	77405912	77406875	77405912	77406135	77406723	77406875	7003	0,2,2	0,0,0	3,3,0	0,1,0	298	149	1	1.0	NA,1.0,1.0	1.0,0.6,NA	0.2
7004	"ENSG00000233237.9"	"LINC00472"	chr6	-	71310295	71310642	71310295	71310373	71310549	71310642	7004	4,1,0	0,0,0	3,2,2	4,1,2	298	149	1	1.0	1.0,1.0,NA	0.273,0.5,0.333	0.631
7010	"ENSG00000171798.19"	"KNDC1"	chr10	+	133168253	133174555	133168253	133168312	133173930	133174555	7010	3,2,0	0,0,0	0,3,0	0,2,1	298	149	1	1.0	1.0,1.0,NA	NA,0.429,0.0	0.785
7011	"ENSG00000171798.19"	"KNDC1"	chr10	+	133188538	133189669	133188538	133188653	133189597	133189669	7011	0,1,0	0,0,0	1,3,0	2,7,0	298	149	1	1.0	NA,1.0,NA	0.2,0.176,NA	0.812
7012	"ENSG00000171798.19"	"KNDC1"	chr10	+	133206684	133206953	133206684	133206778	133206855	133206953	7012	2,4,0	4,4,0	0,1,0	1,11,0	226	149	1	1.0	0.248,0.397,NA	0.0,0.057,NA	0.294
7013	"ENSG00000169660.17"	"HEXD"	chr17	+	82436666	82437363	82436666	82436738	82437167	82437363	7013	56,52,18	15,17,36	30,71,52	55,38,37	298	149	0.329654638786	0.8083887639019746	0.651,0.605,0.2	0.214,0.483,0.413	0.115
7017	"ENSG00000169660.17"	"HEXD"	chr17	+	82440996	82441266	82440996	82441075	82441164	82441266	7017	47,49,75	35,57,77	53,74,45	64,91,37	238	149	0.54346709422	1.0	0.457,0.35,0.379	0.341,0.337,0.432	0.025
7018	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73517514	73518264	73517514	73517934	73518029	73518264	7018	129,166,214	68879,91123,76815	58,81,162	160816,203808,127063	244	149	1	1.0	0.001,0.001,0.002	0.0,0.0,0.001	0.001
7019	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73517518	73518610	73517518	73517934	73518353	73518610	7019	164,217,229	0,0,5	99,144,192	0,0,0	298	149	0.861167954641	1.0	1.0,1.0,0.958	1.0,1.0,1.0	-0.014
7020	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73518029	73518610	73518029	73518264	73518353	73518610	7020	135,171,157	89314,117978,86090	110,143,155	185311,256934,159759	238	149	1	1.0	0.001,0.001,0.001	0.0,0.0,0.001	0.001
7021	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73518697	73519228	73518697	73518848	73518931	73519228	7021	77,122,63	57735,77942,46565	40,91,90	106413,158745,102847	232	149	1	1.0	0.001,0.001,0.001	0.0,0.0,0.001	0.001
7022	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73518931	73519516	73518931	73519228	73519336	73519516	7022	32,46,42	96827,123724,61441	27,16,82	170825,247604,160275	257	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
7023	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73519336	73520056	73519336	73519507	73519882	73520056	7023	2196,2661,1300	712,1283,383	3698,5292,4017	947,2431,794	298	149	0.201340204203	0.5721847683546795	0.607,0.509,0.629	0.661,0.521,0.717	-0.051
7024	"ENSG00000156508.19"	"EEF1A1"	chr6	-	73519336	73520056	73519336	73519516	73519882	73520056	7024	29,98,61	85849,113418,49699	28,59,27	147284,220163,140124	298	149	1	1.0	0.0,0.0,0.001	0.0,0.0,0.0	0.0
7026	"ENSG00000288920.1"	"RPSA2"	chr19	+	23868754	23869934	23868754	23869050	23869914	23869934	7026	0,11,0	0,0,0	0,15,4	0,1,0	298	149	1	1.0	NA,1.0,NA	NA,0.882,1.0	0.059
7027	"ENSG00000090316.16"	"MAEA"	chr4	+	1336860	1338617	1336860	1336994	1338421	1338617	7027	41,61,40	588,490,302	24,33,30	136,323,151	298	149	0.0592048120426	0.23137649334791774	0.034,0.059,0.062	0.081,0.049,0.09	-0.022
7028	"ENSG00000090316.16"	"MAEA"	chr4	+	1336860	1338617	1336860	1336994	1338425	1338617	7028	56,89,46	1,4,0	27,55,43	0,1,5	298	149	0.495909683634	1.0	0.966,0.918,1.0	1.0,0.965,0.811	0.036
7029	"ENSG00000090316.16"	"MAEA"	chr4	+	1338421	1340136	1338421	1338617	1339073	1340136	7029	13,10,25	548,501,337	9,43,12	131,365,166	298	149	4.38035385464e-06	9.396565526889031e-05	0.012,0.01,0.036	0.033,0.056,0.035	-0.022
7031	"ENSG00000215256.6"	"DHRS4-AS1"	chr14	-	23952985	23953419	23952985	23953131	23953308	23953419	7031	11,1,7	2,2,0	1,0,0	0,0,0	298	149	1	1.0	0.733,0.2,1.0	1.0,NA,NA	-0.356
7032	"ENSG00000215256.6"	"DHRS4-AS1"	chr14	-	23952985	23953419	23952985	23953131	23953340	23953419	7032	10,1,8	2,0,4	2,2,0	0,0,0	298	149	1	1.0	0.714,1.0,0.5	1.0,1.0,NA	-0.262
7033	"ENSG00000215256.6"	"DHRS4-AS1"	chr14	-	23952985	23954033	23952985	23953419	23953773	23954033	7033	116,27,41	12,0,4	55,43,47	0,4,2	298	149	0.070176524984	0.26379305254776975	0.829,1.0,0.837	1.0,0.843,0.922	-0.033
7034	"ENSG00000215256.6"	"DHRS4-AS1"	chr14	-	23953773	23954204	23953773	23954033	23954124	23954204	7034	27,6,4	6,7,2	17,16,10	1,4,4	240	149	0.134232503411	0.4250695941348333	0.736,0.347,0.554	0.913,0.713,0.608	-0.199
7035	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677006	85677492	85677006	85677191	85677423	85677492	7035	17,24,17	2465,3215,2313	16,6,5	5737,3850,3854	298	149	1	1.0	0.003,0.004,0.004	0.001,0.001,0.001	0.003
7036	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677423	85677875	85677423	85677492	85677790	85677875	7036	71,136,69	48,85,24	27,48,9	94,92,34	298	149	7.709388683e-13	6.06389013076828e-11	0.425,0.444,0.59	0.126,0.207,0.117	0.336
7037	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677078	85677875	85677078	85677492	85677794	85677875	7037	74,135,69	4504,6253,3944	27,52,10	10360,6011,6189	298	149	1	1.0	0.008,0.011,0.009	0.001,0.004,0.001	0.007
7038	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677423	85678032	85677423	85677492	85677953	85678032	7038	67,163,54	103,93,82	43,39,21	519,775,705	298	149	0	0.0	0.245,0.467,0.248	0.04,0.025,0.015	0.293
7039	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677423	85678032	85677423	85677875	85677953	85678032	7039	70,164,35	5511,7604,4122	34,45,20	12038,7286,7399	227	149	0.427701164474	0.9561839908702048	0.008,0.014,0.006	0.002,0.004,0.002	0.007
7040	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677868	85677953	85678032	7040	111,233,75	56,57,53	111,93,62	130,87,70	234	149	0.000104403624035	0.0014436909448318053	0.558,0.722,0.474	0.352,0.405,0.361	0.212
7041	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677899	85677953	85678032	7041	64,155,30	6,8,14	34,33,18	11,9,18	203	149	0.00607668039462	0.0397774245829157	0.887,0.934,0.611	0.694,0.729,0.423	0.195
7042	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677423	85678188	85677423	85677492	85678135	85678188	7042	43,74,63	22,21,28	31,30,15	164,215,198	298	149	0	0.0	0.494,0.638,0.529	0.086,0.065,0.036	0.491
7043	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677423	85678188	85677423	85677875	85678135	85678188	7043	74,133,52	0,0,0	41,52,26	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.929	0.024
7044	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677423	85678188	85677423	85678032	85678135	85678188	7044	27,59,34	4101,5421,2952	23,21,14	8393,5954,5658	252	149	1	1.0	0.004,0.006,0.007	0.002,0.002,0.001	0.004
7045	"ENSG00000203875.13"	"SNHG5"	chr6	-	85678135	85678748	85678135	85678188	85678402	85678748	7045	322,672,256	6,11,0	500,1525,1582	3,0,13	298	149	0.0171997693915	0.09019090544718458	0.964,0.968,1.0	0.988,1.0,0.984	-0.013
7046	"ENSG00000203875.13"	"SNHG5"	chr6	-	85678135	85678748	85678135	85678188	85678497	85678748	7046	316,661,246	0,4,0	466,1448,1383	0,0,9	298	149	1	1.0	1.0,0.988,1.0	1.0,1.0,0.987	0.0
7047	"ENSG00000203875.13"	"SNHG5"	chr6	-	85678135	85678733	85678135	85678188	85678693	85678733	7047	155,370,148	1742,2259,1364	293,930,824	3481,2392,2255	298	149	1.69047947529e-07	5.28455442809673e-06	0.043,0.076,0.051	0.04,0.163,0.154	-0.062
7048	"ENSG00000203875.13"	"SNHG5"	chr6	-	85677953	85678736	85677953	85678032	85678693	85678736	7048	29,80,26	0,0,0	35,131,89	0,2,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.97,1.0	0.01
7049	"ENSG00000203875.13"	"SNHG5"	chr6	-	85678135	85678748	85678135	85678188	85678697	85678748	7049	155,368,142	68,2,50	290,922,815	132,88,59	298	149	0.825981253977	1.0	0.533,0.989,0.587	0.523,0.84,0.874	-0.043
7051	"ENSG00000185507.21"	"IRF7"	chr11	-	613784	614037	613784	613865	613950	614037	7051	8,21,15	9,67,91	10,34,35	15,128,202	234	149	0.729604362273	1.0	0.361,0.166,0.095	0.298,0.145,0.099	0.027
