ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
7824	"ENSG00000106290.16"	"TAF6"	chr7	-	100113348	100113769	100113615	100113769	100112797	100112917	7824	918,915,737	26,18,12	197,771,553	2,15,1	298	149	0.0105557379965	0.09275996642623252	0.946,0.962,0.968	0.98,0.963,0.996	-0.021
7825	"ENSG00000106290.16"	"TAF6"	chr7	-	100113615	100113769	100113679	100113769	100113348	100113405	7825	1015,1005,761	0,1,0	212,818,625	0,0,0	213	149	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
7826	"ENSG00000106290.16"	"TAF6"	chr7	-	100114053	100114268	100114083	100114268	100113867	100113954	7826	815,807,551	47,79,40	246,550,469	5,61,25	179	149	0.468901142056	1.0	0.935,0.895,0.92	0.976,0.882,0.94	-0.016
7827	"ENSG00000106290.16"	"TAF6"	chr7	-	100118395	100118649	100118517	100118649	100114053	100114231	7827	4,11,6	0,2,0	1,7,16	0,0,0	271	149	1	1.0	1.0,0.751,1.0	1.0,1.0,1.0	-0.083
7828	"ENSG00000106290.16"	"TAF6"	chr7	-	100118395	100118649	100118517	100118649	100114053	100114268	7828	4,11,7	36,28,19	2,11,16	5,20,10	271	149	0.011135137994	0.09645024873605743	0.058,0.178,0.168	0.18,0.232,0.468	-0.159
7829	"ENSG00000106290.16"	"TAF6"	chr7	-	100118879	100119358	100119203	100119358	100114053	100114268	7829	85,208,58	338,341,201	10,93,87	80,197,214	298	149	0.779590544989	1.0	0.112,0.234,0.126	0.059,0.191,0.169	0.018
7830	"ENSG00000106290.16"	"TAF6"	chr7	-	100118879	100119354	100119203	100119354	100118517	100118649	7830	64,127,37	35,33,27	6,64,46	11,32,24	298	149	0.284414009086	0.9669780506522455	0.478,0.658,0.407	0.214,0.5,0.489	0.113
7832	"ENSG00000163812.16"	"ZDHHC3"	chr3	-	44959126	44959460	44959130	44959460	44933887	44933984	7832	0,0,0	0,4,6	0,2,2	2,6,9	153	149	1	1.0	NA,0.0,0.0	0.0,0.245,0.178	-0.141
7833	"ENSG00000163812.16"	"ZDHHC3"	chr3	-	44959126	44959460	44959130	44959460	44958587	44958685	7833	0,0,2	0,5,2	0,1,0	0,2,0	153	149	1	1.0	NA,0.0,0.493	NA,0.327,NA	-0.081
7834	"ENSG00000179988.15"	"PSTK"	chr10	+	122983271	122983514	122983271	122983470	122986299	122986375	7834	0,2,0	56,125,63	0,0,2	52,101,24	193	149	1	1.0	0.0,0.012,0.0	0.0,0.0,0.06	-0.016
7836	"ENSG00000214106.9"	"PAXIP1-AS2"	chr7	+	154944026	154944620	154944026	154944398	154946359	154946493	7836	15,28,49	0,0,0	10,13,29	0,0,3	298	149	0.840554043102	1.0	1.0,1.0,1.0	1.0,1.0,0.829	0.057
7840	"ENSG00000087087.20"	"SRRT"	chr7	+	100885700	100885774	100885700	100885762	100885862	100885941	7840	5,6,0	441,437,440	0,0,6	144,233,199	161	149	1	1.0	0.01,0.013,0.0	0.0,0.0,0.027	-0.001
7842	"ENSG00000106397.12"	"PLOD3"	chr7	-	101211540	101211716	101211590	101211716	101210531	101210673	7842	20,10,21	451,287,1239	4,6,15	171,261,749	199	149	0.291440172872	0.9790847079895287	0.032,0.025,0.013	0.017,0.017,0.015	0.007
7843	"ENSG00000106397.12"	"PLOD3"	chr7	-	101216162	101216326	101216196	101216326	101215907	101216020	7843	694,428,1164	19,14,32	210,398,1072	10,16,22	183	149	0.956768901638	1.0	0.967,0.961,0.967	0.945,0.953,0.975	0.007
7844	"ENSG00000106400.12"	"ZNHIT1"	chr7	+	101218318	101221796	101218318	101218485	101222603	101222774	7844	11,6,31	30,6,54	13,10,8	12,5,16	298	149	0.162718087061	0.6690885869212692	0.155,0.333,0.223	0.351,0.5,0.2	-0.113
7846	"ENSG00000170667.16"	"RASA4B"	chr7	-	102487785	102488598	102488462	102488598	102485038	102485159	7846	0,0,0	0,0,5	1,0,1	0,0,0	298	149	1	1.0	NA,NA,0.0	1.0,NA,1.0	-1.0
7849	"ENSG00000066322.15"	"ELOVL1"	chr1	-	43364541	43364647	43364614	43364647	43364323	43364460	7849	1362,368,1290	0,1,1	654,468,1094	0,0,3	222	149	1	1.0	1.0,0.996,0.999	1.0,1.0,0.996	-0.0
7850	"ENSG00000066322.15"	"ELOVL1"	chr1	-	43364541	43364647	43364618	43364647	43364323	43364460	7850	1463,393,1383	1,3,3	702,493,1179	2,0,2	226	149	1	1.0	0.999,0.989,0.997	0.996,1.0,0.997	-0.003
7851	"ENSG00000066322.15"	"ELOVL1"	chr1	-	43364614	43364647	43364618	43364647	43364323	43364460	7851	101,26,94	1,3,3	48,29,88	2,0,2	153	149	0.430859426916	1.0	0.99,0.894,0.968	0.959,1.0,0.977	-0.028
7852	"ENSG00000059804.17"	"SLC2A3"	chr12	-	7929683	7930642	7930479	7930642	7925843	7925948	7852	224,2389,36	0,2,1	56,1408,211	0,0,0	298	149	1	1.0	1.0,0.998,0.947	1.0,1.0,1.0	-0.018
7853	"ENSG00000285437.2"	"POLR2J3"	chr7	-	102572442	102572583	102572471	102572583	102569834	102569924	7853	34,20,21	25,10,0	15,15,45	23,0,33	178	149	0.584547368921	1.0	0.532,0.626,1.0	0.353,1.0,0.533	0.091
7855	"ENSG00000222011.9"	"FAM185A"	chr7	+	102748970	102749658	102748970	102749636	102751691	102751801	7855	12,23,1	0,2,4	14,13,11	6,0,0	171	149	0.695175716054	1.0	1.0,0.909,0.179	0.67,1.0,1.0	-0.194
7856	"ENSG00000105819.15"	"PMPCB"	chr7	+	103297455	103297953	103297455	103297558	103298567	103298708	7856	2,6,4	437,410,214	0,8,0	407,491,378	298	149	1	1.0	0.002,0.007,0.009	0.0,0.008,0.0	0.003
7857	"ENSG00000105819.15"	"PMPCB"	chr7	+	103299442	103299533	103299442	103299529	103300177	103300307	7857	22,23,13	298,293,209	37,39,47	287,317,259	153	149	0.000133534846435	0.0030866654830101056	0.067,0.071,0.057	0.112,0.107,0.15	-0.058
7862	"ENSG00000135249.8"	"RINT1"	chr7	+	105536564	105536749	105536564	105536612	105542407	105542649	7862	175,123,41	0,0,0	33,47,91	0,2,2	286	149	0.386001175711	1.0	1.0,1.0,1.0	1.0,0.924,0.96	0.039
7863	"ENSG00000103202.13"	"NME4"	chr16	+	398207	398394	398207	398385	398989	399123	7863	59,72,40	58,55,8	135,45,133	69,33,54	158	149	0.702461112437	1.0	0.49,0.552,0.825	0.649,0.563,0.699	-0.015
7864	"ENSG00000149483.13"	"TMEM138"	chr11	+	61364251	61364870	61364251	61364518	61366044	61366216	7864	9,13,6	503,182,399	0,2,11	131,113,299	298	149	0.609734007779	1.0	0.009,0.034,0.007	0.0,0.009,0.018	0.008
7865	"ENSG00000115275.15"	"MOGS"	chr2	-	74464495	74464722	74464665	74464722	74463189	74463331	7865	236,265,159	0,0,2	109,146,168	2,0,0	298	149	1	1.0	1.0,1.0,0.975	0.965,1.0,1.0	0.003
7866	"ENSG00000115275.15"	"MOGS"	chr2	-	74464495	74464722	74464665	74464722	74463379	74463386	7866	513,565,319	0,1,0	239,305,344	0,0,0	298	149	1	1.0	1.0,0.996,1.0	1.0,1.0,1.0	-0.001
7868	"ENSG00000101782.15"	"RIOK3"	chr18	+	23473428	23473626	23473428	23473483	23474947	23475107	7868	181,225,70	6,2,0	92,362,234	11,10,5	292	149	0.00936776808277	0.08553975939266795	0.939,0.983,1.0	0.81,0.949,0.96	0.068
7869	"ENSG00000101782.15"	"RIOK3"	chr18	+	23477005	23477268	23477005	23477086	23479316	23479424	7869	192,206,95	0,0,0	117,363,259	2,0,1	298	149	1	1.0	1.0,1.0,1.0	0.967,1.0,0.992	0.014
7871	"ENSG00000105835.13"	"NAMPT"	chr7	-	106254116	106254504	106254363	106254504	106253016	106253151	7871	0,4,2	1044,807,802	0,1,2	699,852,997	298	149	1	1.0	0.0,0.002,0.001	0.0,0.001,0.001	0.0
7873	"ENSG00000105835.13"	"NAMPT"	chr7	-	106277022	106277179	106277083	106277179	106274945	106275049	7873	853,639,266	4,0,0	441,630,774	0,0,0	210	149	1	1.0	0.993,1.0,1.0	1.0,1.0,1.0	-0.002
7876	"ENSG00000288558.3"	"DUS4L-BCAP29"	chr7	+	107563970	107564247	107563970	107564209	107564587	107564676	7876	12,6,2	26,14,14	17,5,3	15,9,17	187	149	0.360055735644	1.0	0.269,0.255,0.102	0.475,0.307,0.123	-0.093
7877	"ENSG00000288558.3"	"DUS4L-BCAP29"	chr7	+	107563970	107564247	107563970	107564209	107567049	107567186	7877	8,5,3	7,10,0	7,5,3	0,8,6	187	149	0.943353955483	1.0	0.477,0.285,1.0	1.0,0.332,0.285	0.048
7878	"ENSG00000288558.3"	"DUS4L-BCAP29"	chr7	+	107563970	107564676	107563970	107564209	107567049	107567186	7878	77,49,16	7,10,0	50,26,47	0,8,6	298	149	0.926083217218	1.0	0.846,0.71,1.0	1.0,0.619,0.797	0.047
7879	"ENSG00000288558.3"	"DUS4L-BCAP29"	chr7	+	107563970	107564676	107563970	107564247	107567049	107567186	7879	74,44,14	1,0,1	46,25,47	1,0,0	298	149	1	1.0	0.974,1.0,0.875	0.958,1.0,1.0	-0.036
7880	"ENSG00000177683.14"	"THAP5"	chr7	-	108565829	108566022	108565951	108566022	108564992	108565105	7880	134,75,10	26,0,2	50,114,95	7,9,6	271	149	0.829710972059	1.0	0.739,1.0,0.733	0.797,0.874,0.897	-0.032
7881	"ENSG00000157212.20"	"PAXIP1"	chr7	-	154947831	154948003	154947902	154948003	154946678	154946813	7881	0,9,0	246,233,154	4,10,5	58,134,72	220	149	0.000115813384915	0.002804399668793593	0.0,0.025,0.0	0.045,0.048,0.045	-0.038
7882	"ENSG00000168522.13"	"FNTA"	chr8	+	43077215	43080441	43077215	43077364	43083117	43083180	7882	90,76,21	306,333,101	53,46,64	360,368,253	298	149	0.00574139577346	0.058835808098560316	0.128,0.102,0.094	0.069,0.059,0.112	0.028
7883	"ENSG00000168522.13"	"FNTA"	chr8	+	43077215	43080441	43077215	43077364	43084709	43084881	7883	81,50,16	8,2,3	40,41,43	0,4,2	298	149	0.115977023304	0.5317375724835568	0.835,0.926,0.727	1.0,0.837,0.915	-0.088
7885	"ENSG00000182481.10"	"KPNA2"	chr17	+	68035734	68035840	68035734	68035836	68037109	68037207	7885	6050,3757,1476	2,0,0	153,409,173	0,0,0	153	149	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
7887	"ENSG00000004866.22"	"ST7"	chr7	+	117209786	117209937	117209786	117209922	117219083	117219176	7887	101,112,98	2,10,8	53,80,85	2,6,1	164	149	0.152901843297	0.6435415092122609	0.979,0.911,0.918	0.96,0.924,0.987	-0.021
7888	"ENSG00000214900.13"	"LINC01588"	chr14	-	49999926	50000044	49999949	50000044	49992777	49992873	7888	2,0,2	0,0,2	1,0,2	0,0,0	172	149	1	1.0	1.0,NA,0.464	1.0,NA,1.0	-0.268
7892	"ENSG00000214900.13"	"LINC01588"	chr14	-	50038705	50039257	50039014	50039257	50010933	50011026	7892	0,0,2	2,0,2	0,0,0	0,0,2	298	149	1	1.0	0.0,NA,0.333	NA,NA,0.0	0.167
7893	"ENSG00000112282.18"	"MED23"	chr6	-	131592387	131593171	131593005	131593171	131591312	131591527	7893	50,90,44	0,1,2	50,104,55	0,0,0	298	149	0.660720036959	1.0	1.0,0.978,0.917	1.0,1.0,1.0	-0.035
7894	"ENSG00000214279.13"	"SCART1"	chr10	+	133457278	133458656	133457278	133457575	133459020	133459326	7894	1,1,0	0,0,0	6,2,2	1,0,4	298	149	1	1.0	1.0,1.0,NA	0.75,1.0,0.2	0.35
7903	"ENSG00000145495.17"	"MARCHF6"	chr5	+	10417269	10417410	10417269	10417404	10423734	10423835	7903	1,2,4	407,288,371	8,0,6	184,329,284	155	149	0.415051972276	1.0	0.002,0.007,0.01	0.04,0.0,0.02	-0.014
7904	"ENSG00000122481.17"	"RWDD3"	chr1	+	95244210	95244715	95244210	95244698	95246541	95246657	7904	3,3,4	28,39,29	6,5,2	17,47,48	166	149	0.789718489514	1.0	0.088,0.065,0.11	0.241,0.087,0.036	-0.034
7905	"ENSG00000162104.10"	"ADCY9"	chr16	-	3993348	3993510	3993405	3993510	3992145	3992363	7905	16,2,11	75,0,26	2,2,17	16,0,63	206	149	0.74201759077	1.0	0.134,1.0,0.234	0.083,1.0,0.163	0.041
7906	"ENSG00000291071.1"	"FAM86JP"	chr3	+	125916614	125916817	125916614	125916719	125918692	125918926	7906	21,7,0	1,2,0	19,4,5	0,0,0	247	149	1	1.0	0.927,0.679,NA	1.0,1.0,1.0	-0.197
7907	"ENSG00000291071.1"	"FAM86JP"	chr3	+	125916608	125916817	125916608	125916719	125918863	125918926	7907	31,9,2	57,2,2	28,4,4	10,4,4	247	149	0.43372736694	1.0	0.247,0.731,0.376	0.628,0.376,0.376	-0.009
7910	"ENSG00000128609.16"	"NDUFA5"	chr7	-	123546582	123546817	123546657	123546817	123545610	123545676	7910	5,4,0	4,2,2	4,9,5	0,2,0	224	149	6.03392156691e-05	0.0016272685738008233	0.454,0.571,0.0	1.0,0.75,1.0	-0.575
7911	"ENSG00000163702.21"	"IL17RC"	chr3	+	9917097	9917633	9917097	9917420	9917712	9917734	7911	0,4,0	69,76,140	9,4,18	49,102,116	298	149	7.34072426734e-07	4.403087638520084e-05	0.0,0.026,0.0	0.084,0.019,0.072	-0.05
7912	"ENSG00000163702.21"	"IL17RC"	chr3	+	9917922	9918111	9917922	9918075	9918334	9918409	7912	0,0,0	82,43,133	0,4,0	57,140,131	185	149	1	1.0	0.0,0.0,0.0	0.0,0.022,0.0	-0.007
7913	"ENSG00000163702.21"	"IL17RC"	chr3	+	9918499	9918609	9918499	9918598	9920490	9920602	7913	55,73,153	0,0,4	67,135,114	0,0,0	160	149	1	1.0	1.0,1.0,0.973	1.0,1.0,1.0	-0.009
7914	"ENSG00000163702.21"	"IL17RC"	chr3	+	9918499	9918609	9918499	9918598	9920559	9920602	7914	1,8,18	0,0,0	5,15,16	0,0,1	160	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.937	0.021
7917	"ENSG00000128513.16"	"POT1"	chr7	-	124827200	124827305	124827213	124827305	124825251	124825357	7917	3,0,0	84,80,79	2,1,1	73,103,63	162	149	1	1.0	0.032,0.0,0.0	0.025,0.009,0.014	-0.005
7922	"ENSG00000197157.11"	"SND1"	chr7	+	128089488	128089825	128089488	128089692	128091836	128091881	7922	7,17,39	1275,1311,2971	14,16,15	1641,2958,2099	282	149	1	1.0	0.003,0.007,0.007	0.004,0.003,0.004	0.002
7923	"ENSG00000135248.16"	"GARIN1B"	chr7	+	128713922	128714074	128713922	128714009	128716812	128716997	7923	0,3,2	0,11,0	0,1,0	0,0,0	214	149	1	1.0	NA,0.16,1.0	NA,1.0,NA	-0.42
7924	"ENSG00000135248.16"	"GARIN1B"	chr7	+	128713922	128714132	128713922	128714009	128716812	128716997	7924	0,26,2	0,11,0	0,2,0	0,0,0	272	149	1	1.0	NA,0.564,1.0	NA,1.0,NA	-0.218
7927	"ENSG00000128604.21"	"IRF5"	chr7	+	128945844	128946034	128945844	128946006	128946500	128946562	7927	93,0,43	2,0,0	173,0,49	2,0,0	177	149	1	1.0	0.975,NA,1.0	0.986,NA,1.0	-0.005
7928	"ENSG00000128604.21"	"IRF5"	chr7	+	128947022	128947535	128947022	128947056	128947728	128948121	7928	57,0,20	0,0,0	84,0,24	2,0,1	298	149	1	1.0	1.0,NA,1.0	0.955,NA,0.923	0.061
7931	"ENSG00000186591.13"	"UBE2H"	chr7	-	129880878	129880971	129880894	129880971	129879567	129879642	7931	2,2,2	260,382,143	0,0,1	117,182,294	165	149	1	1.0	0.007,0.005,0.012	0.0,0.0,0.003	0.007
7932	"ENSG00000116641.18"	"DOCK7"	chr1	-	62485658	62489065	62488933	62489065	62477699	62477834	7932	8,2,0	107,40,87	0,7,0	69,73,196	298	149	0.414325131911	1.0	0.036,0.024,0.0	0.0,0.046,0.0	0.005
7933	"ENSG00000116641.18"	"DOCK7"	chr1	-	62513443	62513606	62513470	62513606	62510576	62510673	7933	12,18,10	117,178,74	4,24,27	67,180,234	176	149	0.864819898578	1.0	0.08,0.079,0.103	0.048,0.101,0.089	0.008
7935	"ENSG00000147454.14"	"SLC25A37"	chr8	+	23566107	23566813	23566107	23566336	23568321	23568378	7935	310,150,149	29,3,19	134,372,416	16,22,52	298	149	0.382014654273	1.0	0.842,0.962,0.797	0.807,0.894,0.8	0.033
7936	"ENSG00000167995.17"	"BEST1"	chr11	+	61958145	61958501	61958145	61958298	61959497	61959578	7936	2,5,2	0,0,0	6,11,13	0,4,0	298	149	0.219892440044	0.8215181560043839	1.0,1.0,1.0	1.0,0.579,1.0	0.14
7937	"ENSG00000106477.20"	"CEP41"	chr7	-	130404563	130404708	130404639	130404708	130397551	130399039	7937	31,18,69	2,1,0	10,22,37	0,0,0	225	149	0.679485573413	1.0	0.911,0.923,1.0	1.0,1.0,1.0	-0.055
7938	"ENSG00000106477.20"	"CEP41"	chr7	-	130400697	130400821	130400706	130400821	130400038	130400254	7938	2,2,10	77,28,134	0,0,1	43,56,91	158	149	0.0007582846268	0.012456444447282413	0.024,0.063,0.066	0.0,0.0,0.01	0.048
7939	"ENSG00000106477.20"	"CEP41"	chr7	-	130404563	130404708	130404639	130404708	130402647	130402799	7939	218,100,281	8,0,0	41,113,202	2,0,3	225	149	0.872126317343	1.0	0.947,1.0,1.0	0.931,1.0,0.978	0.013
7941	"ENSG00000106477.20"	"CEP41"	chr7	-	130426628	130426759	130426645	130426759	130421852	130422007	7941	8,0,2	0,0,2	0,0,0	0,1,0	166	149	1	1.0	1.0,NA,0.473	NA,0.0,NA	0.736
7942	"ENSG00000106477.20"	"CEP41"	chr7	-	130440533	130441016	130440933	130441016	130427954	130428018	7942	0,0,0	95,57,130	0,1,0	16,50,76	298	149	1	1.0	0.0,0.0,0.0	0.0,0.01,0.0	-0.003
7943	"ENSG00000158623.14"	"COPG2"	chr7	-	130508561	130508659	130508568	130508659	130507684	130507823	7943	125,441,259	0,0,2	69,234,102	0,0,0	156	149	1	1.0	1.0,1.0,0.992	1.0,1.0,1.0	-0.003
7944	"ENSG00000149084.13"	"HSD17B12"	chr11	+	43680794	43681183	43680794	43680987	43750910	43750957	7944	0,1,0	130,115,8	0,0,0	44,57,28	298	149	1	1.0	0.0,0.004,0.0	0.0,0.0,0.0	0.001
7949	"ENSG00000127081.14"	"ZNF484"	chr9	-	92877819	92878038	92877889	92878038	92875014	92875059	7949	2,1,0	8,15,2	0,4,6	2,5,6	219	149	0.00209701463809	0.02742056340766484	0.145,0.043,0.0	0.0,0.352,0.405	-0.19
7950	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490231	49490297	7950	47832,30673,39553	374,219,189	106991,67067,63261	4382,2664,2861	159	149	0	0.0	0.992,0.992,0.995	0.958,0.959,0.954	0.036
7951	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490090	49489849	49489912	49490231	49490297	7951	195,129,124	374,219,189	255,139,121	4382,2664,2861	298	149	0	0.0	0.207,0.228,0.247	0.028,0.025,0.021	0.203
7952	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490090	49489849	49489922	49490231	49490297	7952	150,98,62	47782,30640,39488	166,52,67	106900,66980,63201	298	149	1	1.0	0.002,0.002,0.001	0.001,0.0,0.001	0.001
7953	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490474	49490576	7953	68,45,114	7,2,14	109,91,87	2,2,10	159	149	0.0368731139771	0.23763216797403863	0.901,0.955,0.884	0.981,0.977,0.891	-0.036
7954	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490474	49490576	7954	46574,30654,38204	7,2,14	110897,66720,65573	2,2,10	298	149	1	1.0	1.0,1.0,0.999	1.0,1.0,1.0	-0.0
7955	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490474	49490576	7955	46529,30623,38142	18,12,49	110808,66633,65519	18,4,27	298	149	1	1.0	0.999,0.999,0.997	1.0,1.0,0.999	-0.001
7956	"ENSG00000142541.18"	"RPL13A"	chr19	+	49490231	49490301	49490231	49490297	49490474	49490600	7956	1,1,1	46390,30529,38086	2,0,0	110727,66610,65483	153	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
7957	"ENSG00000142541.18"	"RPL13A"	chr19	+	49490231	49490301	49490231	49490297	49490479	49490576	7957	2,3,1	14,7,13	2,0,6	99,29,42	153	149	0.155476051112	0.6474537720829656	0.122,0.294,0.07	0.019,0.0,0.122	0.115
7958	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489922	49490778	49490864	7958	38574,25573,35052	0,2,0	96298,53499,53783	4,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
7959	"ENSG00000142541.18"	"RPL13A"	chr19	+	49490474	49490600	49490474	49490576	49490778	49490864	7959	12,22,15	38435,25479,34996	58,25,40	96217,53476,53747	173	149	1	1.0	0.0,0.001,0.0	0.001,0.0,0.001	-0.0
7960	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490864	49489849	49489922	49491039	49491099	7960	43046,28260,40821	0,0,1	118925,64192,58928	0,0,0	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
7961	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490864	49489849	49489922	49491424	49491547	7961	143,94,65	2,0,0	81,23,42	2,0,0	298	149	1	1.0	0.973,1.0,1.0	0.953,1.0,1.0	0.007
7962	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49491266	49489849	49489922	49491424	49491547	7962	139,94,56	2,0,0	81,23,37	2,0,0	298	149	1	1.0	0.972,1.0,1.0	0.953,1.0,1.0	0.006
7963	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49491266	49489849	49490864	49491424	49491547	7963	87,54,85	4,0,9	62,47,32	0,0,6	298	149	0.383478447221	1.0	0.916,1.0,0.825	1.0,1.0,0.727	0.005
7964	"ENSG00000142541.18"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491424	49491547	7964	59499,39689,59117	4,0,9	170998,97773,84277	0,0,6	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
7965	"ENSG00000122783.17"	"CYREN"	chr7	-	135168748	135169060	135168785	135169060	135165784	135166871	7965	75,38,37	0,0,0	14,33,31	2,0,0	186	149	1	1.0	1.0,1.0,1.0	0.849,1.0,1.0	0.05
7966	"ENSG00000122783.17"	"CYREN"	chr7	-	135168744	135169060	135168748	135169060	135167731	135167807	7966	1,1,0	409,82,122	1,1,0	55,76,76	153	149	1	1.0	0.002,0.012,0.0	0.017,0.013,0.0	-0.005
7967	"ENSG00000122783.17"	"CYREN"	chr7	-	135168744	135169060	135168785	135169060	135167731	135167807	7967	76,34,37	115,20,35	15,34,31	14,28,23	190	149	0.432466729598	1.0	0.341,0.571,0.453	0.457,0.488,0.514	-0.031
7968	"ENSG00000122783.17"	"CYREN"	chr7	-	135168744	135169060	135168930	135169060	135167731	135167807	7968	659,206,217	17,8,2	147,216,96	0,1,4	298	149	0.00891278079307	0.08253790485140462	0.951,0.928,0.982	1.0,0.991,0.923	-0.018
7969	"ENSG00000122783.17"	"CYREN"	chr7	-	135168744	135169060	135168968	135169060	135167731	135167807	7969	787,245,227	73,30,24	151,225,108	18,33,21	298	149	0.0491916515595	0.2887217472005548	0.844,0.803,0.825	0.807,0.773,0.72	0.057
7970	"ENSG00000122783.17"	"CYREN"	chr7	-	135168748	135169060	135168785	135169060	135167731	135167807	7970	484,115,159	115,20,35	69,109,107	14,28,23	186	149	0.947904701453	1.0	0.771,0.822,0.784	0.798,0.757,0.788	0.011
7971	"ENSG00000122783.17"	"CYREN"	chr7	-	135168748	135169060	135168930	135169060	135167731	135167807	7971	1068,288,339	17,8,2	202,292,172	0,1,4	298	149	0.0164170356418	0.12854440601926753	0.969,0.947,0.988	1.0,0.993,0.956	-0.015
7972	"ENSG00000122783.17"	"CYREN"	chr7	-	135168748	135169060	135168968	135169060	135167731	135167807	7972	1196,327,349	73,30,24	206,301,184	18,33,21	298	149	0.0301734847821	0.20337550876842247	0.891,0.845,0.879	0.851,0.82,0.814	0.043
7973	"ENSG00000122783.17"	"CYREN"	chr7	-	135168785	135169060	135168930	135169060	135167731	135167807	7973	768,222,250	17,8,2	160,241,118	0,1,4	294	149	0.00996463829914	0.0890010999996958	0.958,0.934,0.984	1.0,0.992,0.937	-0.018
7974	"ENSG00000122783.17"	"CYREN"	chr7	-	135168785	135169060	135168968	135169060	135167731	135167807	7974	902,265,262	73,30,24	165,253,131	18,33,21	298	149	0.0479335279068	0.2841245743015942	0.861,0.815,0.845	0.821,0.793,0.757	0.05
7975	"ENSG00000122783.17"	"CYREN"	chr7	-	135168930	135169060	135168968	135169060	135167731	135167807	7975	255,90,73	73,30,24	38,51,43	18,33,21	187	149	0.00483826477769	0.05245866520155427	0.736,0.705,0.708	0.627,0.552,0.62	0.117
7976	"ENSG00000105875.15"	"WDR91"	chr7	-	135197043	135198151	135197992	135198151	135196143	135196337	7976	0,13,11	18,38,19	1,1,2	4,14,30	298	149	0.00137859078396	0.019636659140589284	0.0,0.146,0.224	0.111,0.034,0.032	0.064
7977	"ENSG00000080802.21"	"CNOT4"	chr7	-	135410514	135410648	135410523	135410648	135398168	135398226	7977	44,30,17	71,66,18	19,36,36	31,56,58	158	149	0.863195540508	1.0	0.369,0.3,0.471	0.366,0.377,0.369	0.009
7982	"ENSG00000105939.14"	"ZC3HAV1"	chr7	-	139079103	139080243	139079469	139080243	139078551	139078653	7982	26,14,5	98,39,31	4,0,5	11,8,66	298	149	0.00512829188062	0.05451695772113354	0.117,0.152,0.075	0.154,0.0,0.036	0.051
7984	"ENSG00000126878.13"	"AIF1L"	chr9	+	131117755	131117918	131117755	131117847	131120234	131123145	7984	24,891,12	0,8,0	2,268,4	0,2,0	220	149	1	1.0	1.0,0.987,1.0	1.0,0.989,1.0	-0.001
7985	"ENSG00000087116.17"	"ADAMTS2"	chr5	-	179124762	179125180	179124972	179125180	179122643	179122773	7985	0,0,2	0,0,0	0,0,0	0,0,20	298	149	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
7986	"ENSG00000059377.19"	"TBXAS1"	chr7	+	139875584	139875666	139875584	139875637	139911224	139911321	7986	0,0,4	22,0,118	0,0,18	52,0,455	178	149	1	1.0	0.0,NA,0.028	0.0,NA,0.032	-0.002
7988	"ENSG00000175221.16"	"MED16"	chr19	-	868410	868499	868415	868499	867962	868251	7988	7,4,6	0,0,2	1,8,1	1,1,1	154	149	0.854337907942	1.0	1.0,1.0,0.744	0.492,0.886,0.492	0.291
7992	"ENSG00000006530.18"	"AGK"	chr7	+	141615470	141615569	141615470	141615565	141616162	141616368	7992	2,0,0	0,0,0	0,0,0	2,2,0	153	149	1	1.0	1.0,NA,NA	0.0,0.0,NA	1.0
7993	"ENSG00000006530.18"	"AGK"	chr7	+	141615470	141615569	141615470	141615565	141621731	141621801	7993	0,1,0	279,170,106	0,0,0	108,102,101	153	149	1	1.0	0.0,0.006,0.0	0.0,0.0,0.0	0.002
